id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
4741,619 Wall Trl,sold,263600,4,2,3869,33.505312178265534,-111.88467878746357
4742,444 2nd St,sold,139546,4,3,1116,33.4693790319176,-111.8792429788712
4743,683 Bush Way,sold,206899,3,1,2866,33.473635907102285,-112.00936953004936
4744,61 Geary Blvd,pending,263056,2,3,3262,33.40058423488875,-112.12759500009655
4745,428 6th Pl,pending,195549,4,1,2754,33.38959548920555,-112.19241511004093
4746,784 California Way,active,197583,5,1,3219,33.439022378889156,-111.95592090283789
4747,147 4th St,sold,297057,2,1,2303,33.50182693044638,-112.24229545101669
4748,671 Post Pl,active,188796,4,3,1701,33.37459220781796,-112.0674656637183
4749,657 Franklin Rd,pending,238525,2,2,1898,33.55670849374197,-112.21026975813193
4750,766 California Dv,sold,133645,2,1,1454,33.40419565063235,-112.32280608580632
4751,793 Texas Pl,pending,126384,5,3,2630,33.54534926273649,-112.32243290198211
4752,517 Walnut Trl,pending,185328,3,1,3054,33.58817712452486,-112.10242329867211
4753,684 1st Trl,active,124544,3,1,2829,33.36219438786701,-112.24784892719283
4754,297 Bush Rd,sold,184917,5,3,2717,33.395836945686085,-111.99388583297853
4755,347 9th Ave,sold,144843,3,1,3078,33.5601005313971,-112.05015030920075
4756,457 Turk Ave,pending,190083,5,2,2661,33.366361173532965,-112.0085271764052
4757,20 Franklin Ave,active,234718,2,1,2015,33.51009011982282,-112.11592668712026
4758,528 Blake Cir,pending,164723,3,3,3229,33.44403056016144,-111.93688323396914
4759,292 Franklin Pl,pending,137511,4,1,3189,33.482041077109145,-112.18469954939134
4760,263 8th Vis,pending,157748,2,1,3701,33.516457305456946,-111.96400701478942
4761,195 Mission Cir,active,106416,2,3,3676,33.365196671854065,-112.06782191515991
4762,299 4th Trl,active,200381,4,2,1380,33.56097125932721,-111.96219261928049
4763,603 Bush Blvd,sold,263889,3,1,3845,33.48408084145298,-112.01329565476134
4764,279 Walnut Rd,active,197931,5,3,1895,33.454323233870696,-112.15010983456733
4765,750 California Cir,active,261054,3,1,1702,33.37662657064575,-112.33534292930767
4766,25 Bush Vis,pending,268122,4,1,2642,33.4442296139807,-111.9369345339443
4767,536 California Blvd,sold,205749,2,2,1833,33.46722874365401,-112.00893532480599
4768,767 Geary Vis,sold,204082,3,1,1378,33.48628873542685,-111.98190639224795
4769,663 Blake Ave,pending,132033,5,3,2234,33.49728642447699,-112.16880346528166
4770,71 6th Pl,sold,245445,3,3,1559,33.45399875953578,-112.20877725554892
4771,70 8th Cir,sold,206259,4,1,2932,33.416165297086074,-112.31943520278001
4772,195 Blake Trl,sold,226037,2,2,2351,33.554131622236454,-111.9645593572046
4773,94 1st Vis,pending,172755,5,1,2282,33.45766515537725,-111.93201817013343
4774,546 Franklin Vis,active,162694,5,1,3094,33.46846544743604,-112.18730238334481
4775,348 Post Way,sold,264019,3,1,1920,33.51120808782097,-112.22581151213764
4776,389 Walnut Vis,pending,194396,5,3,1233,33.36317828589207,-112.32802994464419
4777,25 1st Blvd,active,136707,4,3,1006,33.54231119106866,-112.35576234595665
4778,428 Sutter Way,sold,292119,2,1,2420,33.48321270891765,-112.08336611692215
4779,464 4th Ave,active,277173,4,3,2783,33.54219137351624,-111.96958553767422
4780,512 9th Way,active,167211,3,1,1919,33.554145475367775,-111.99907718699313
4781,732 6th Vis,sold,212897,4,2,2640,33.44430308554917,-112.13309404347788
4782,616 Pine Ave,pending,257815,3,2,2261,33.47377500894615,-111.94245368654789
4783,151 Blake Wl,active,167541,5,3,3707,33.435258317397064,-112.01144971135699
4784,628 California Pl,active,207675,5,2,3592,33.51804406238594,-112.31481542298671
4785,622 4th Trl,active,170883,5,2,1829,33.38970116917933,-112.03327329359145
4786,256 California Blvd,pending,156890,2,2,1987,33.36464182388623,-112.27525643268639
4787,687 Wall Trl,active,265678,4,3,1204,33.43483780825153,-112.33155915937347
4788,86 8th Ave,active,279397,3,3,1234,33.58780995647994,-112.08591582632508
4789,768 Euclid Trl,sold,216920,4,2,2768,33.570734915457784,-112.10988437215292
4790,762 Pine Rd,pending,193879,5,1,2704,33.569180079787685,-112.0825554329841
4791,135 California Pl,pending,239846,3,3,2121,33.47042673890674,-112.29954789820422
4792,280 Page St,pending,186565,2,1,2168,33.540524123859875,-111.88024068836076
4793,431 1st Vis,pending,277398,5,2,2041,33.56071841556566,-112.1570806697289
4794,313 Blake Rd,pending,220927,3,1,2949,33.40683516033925,-112.24986070984104
4795,21 Post Wl,sold,244473,5,3,2326,33.50141228459885,-112.34256403249098
4796,691 6th Vis,active,246996,5,2,1948,33.56202465284341,-112.05966203542833
4797,320 California St,active,191359,3,3,3907,33.489448036438326,-112.02906756420354
4798,458 Euclid Dv,active,168867,3,1,2195,33.4120246406228,-111.91357607243253
4799,479 Geary Rd,pending,262276,4,3,3800,33.37910640628934,-111.89030828638126
4800,565 Sutter St,sold,238704,4,1,3117,33.447605570039286,-112.2744617111816
4801,135 6th Wl,pending,187061,3,3,3079,33.41060382476259,-112.13031621878694
4802,94 California St,pending,111524,3,2,2676,33.55926524436322,-111.89466379264258
4803,457 Walnut Dv,active,125313,2,3,1543,33.429032018563255,-111.96108248818973
4804,43 Page St,active,122819,2,2,2640,33.46674701871453,-112.17722430839497
4805,679 7th Pl,pending,112635,2,1,3278,33.42388367437186,-112.34343413704966
4806,321 Post Rd,sold,192523,2,3,3099,33.46057784947417,-112.14552024690941
4807,537 Texas Ave,active,109775,3,2,3943,33.410247392904886,-111.97074068458654
4808,390 Franklin Ave,active,251008,5,2,2944,33.49527712369668,-112.32638640565533
4809,790 5th Dv,sold,120488,3,2,2628,33.399598639525465,-112.13173275027819
4810,303 Texas Trl,sold,147509,3,3,1074,33.410650402810184,-112.21621240771891
4811,469 Blake Dv,pending,238310,5,3,3821,33.58902399194494,-112.33847241363866
4812,497 2nd Dv,sold,283166,4,1,2614,33.489028821945546,-112.062264882814
4813,280 7th Wl,active,271457,4,1,1692,33.575462593250066,-111.90970389884686
4814,633 Pine St,pending,198127,5,2,2968,33.57050905237569,-112.30832257354349
4815,449 Euclid Ave,active,172161,2,1,1392,33.5317562052227,-112.09647977004666
4816,219 7th Ave,active,225410,5,3,2058,33.378904820532675,-112.13638429516286
4817,753 Indiana Dv,sold,126283,3,3,2415,33.59119636954791,-112.17924773436994
4818,408 Geary Rd,active,261699,3,1,3212,33.45277150093911,-111.91010368163377
4819,587 4th Vis,sold,297141,5,3,2878,33.48216762818067,-111.92309301397906
4820,739 Franklin Ave,active,256767,5,1,1004,33.3857500820813,-112.04199887500758
4821,714 5th Wl,sold,140019,3,2,3552,33.5294216818096,-112.16185458423904
4822,407 Indiana Vis,pending,239528,2,1,2101,33.52429746609312,-111.89001888047103
4823,439 Page Way,sold,155433,3,1,1026,33.543989604685876,-112.22819870150065
4824,397 7th St,sold,138695,5,3,1762,33.49062183851061,-112.02510482048558
4825,119 California Vis,active,219654,5,2,1803,33.558813925984296,-112.08495453855397
4826,136 Bush Pl,active,241162,3,3,3617,33.42962595552759,-112.2275906941301
4827,423 Geary St,active,163851,3,1,2773,33.464595146503044,-111.98455833628647
4828,247 Geary Rd,active,149991,4,2,1748,33.45316098779435,-112.31394291516656
4829,672 2nd Vis,sold,265155,3,1,3393,33.426287671706156,-112.28270207396625
4830,129 Texas Cir,sold,133596,5,3,1625,33.50903777902937,-111.98661654858206
4831,651 Pine Vis,sold,178847,5,1,2806,33.58795529403795,-111.97801499948072
4832,624 Bush Way,pending,152210,2,3,3852,33.42300568576901,-111.87646074661303
4833,547 Texas Vis,pending,276725,4,3,1727,33.50891074692382,-112.15188311888176
4834,656 Turk Way,sold,129195,3,1,2277,33.410426245286814,-112.10092783298312
4835,404 Wall St,active,137542,2,1,1819,33.4246463379878,-112.03134650445311
4836,433 Bush Vis,sold,112733,5,3,1395,33.45338723841011,-112.16670708751623
4837,165 Post Cir,sold,274052,2,2,2388,33.59308922888084,-112.19554861055315
4838,516 Geary Dv,pending,258768,4,1,1907,33.46520123767564,-111.9541919480583
4839,59 Texas Ave,active,258216,3,2,2100,33.522242553299975,-111.99133785151201
4840,397 Turk St,sold,212251,4,1,3467,33.469950856235116,-112.03475060867545
4841,684 1st Trl,pending,293026,3,3,2976,33.39913882766574,-111.9727111825514
4842,134 Euclid Wl,sold,228121,5,3,1971,33.536788943745066,-111.96964575269055
4843,280 Page Ave,pending,282674,3,3,3354,33.382985784600045,-112.2093929947352
4844,638 5th Dv,pending,231307,2,1,1494,33.37054896393502,-112.18629809389077
4845,320 Page Trl,sold,107222,3,2,2076,33.568553791403446,-111.99065961275936
4846,101 7th Way,pending,293546,3,3,3455,33.38123617570813,-111.9879835993306
4847,759 2nd Rd,sold,167499,2,1,2061,33.59050361520551,-111.93545472792768
4848,694 9th Dv,pending,155238,4,3,2339,33.39636516904887,-112.17310636604235
4849,640 Turk Dv,pending,262053,2,2,2538,33.53371011681221,-112.14814752160113
4850,409 8th Wl,pending,294630,5,3,1241,33.47839124533467,-112.07935314001035
4851,768 5th Trl,sold,171739,4,1,3091,33.372643334295404,-112.13908190622806
4852,588 3rd Wl,active,265501,4,1,2618,33.46420632958669,-112.32617797825196
4853,797 2nd Way,pending,108324,5,2,3428,33.533053220586964,-112.15470573782989
4854,417 2nd Vis,pending,172014,3,2,2213,33.36239661914418,-112.27500950831367
4855,183 3rd Wl,active,205645,3,2,3184,33.52217518943979,-112.1224340743914
4856,215 1st Blvd,pending,108797,2,3,1529,33.447190232752675,-112.01358807502478
4857,760 Bush Cir,pending,248808,5,2,2521,33.51873543929799,-112.25904266820103
4858,240 Euclid Trl,active,229303,3,2,1538,33.588783515026265,-112.19735941075866
4859,56 1st Rd,pending,290454,4,2,1405,33.376369220359386,-112.08270593921986
4860,124 Walnut Vis,active,167890,4,3,2369,33.37200013791999,-112.1795896629691
4861,131 California St,pending,200080,2,2,1516,33.5002669046838,-111.99123742436912
4862,21 Pine Dv,active,171934,2,2,2109,33.44395189848567,-111.97720417364681
4863,263 Sutter Pl,sold,229465,2,2,2908,33.40406480339134,-112.2103245042032
4864,687 5th Rd,active,208878,4,1,3801,33.472586199611186,-112.15970758395412
4865,621 Mission Pl,sold,159711,2,3,2042,33.50956115770616,-111.95670078667223
4866,625 Franklin Way,active,105604,3,1,2982,33.41991359460865,-111.9003471262451
4867,615 Pine Blvd,sold,263608,5,2,2507,33.53707370413178,-112.02177038805408
4868,379 3rd Cir,sold,214134,5,2,1704,33.434744550039184,-112.31116416693988
4869,86 9th Way,sold,282803,3,3,3179,33.42102849527038,-112.2150071723724
4870,692 Euclid Wl,pending,294695,4,1,3666,33.44499861330434,-112.02877431580738
4871,470 Bush Pl,sold,162971,3,1,2465,33.51165916334265,-112.34026628577139
4872,134 Bush Trl,pending,225701,2,1,2367,33.45413834721243,-112.2437090998573
4873,731 5th Wl,sold,155596,2,2,2357,33.397238139548946,-112.07022181569835
4874,261 Pine Dv,pending,112050,5,2,1459,33.42935972137196,-111.95610746357714
4875,240 1st Wl,sold,264645,3,2,3831,33.40872497085734,-111.90410493244427
4876,779 6th Way,sold,133585,2,3,1779,33.58883621198898,-112.2111140068509
4877,16 5th Ave,active,238421,3,1,2887,33.528713659215036,-112.01316846958102
4878,326 Texas Ave,active,166956,2,1,3279,33.591688924278415,-112.07059537723005
4879,107 Sutter Rd,pending,211537,5,2,3280,33.47618549780372,-112.32235499774977
4880,174 Walnut Ave,active,270687,3,1,1957,33.478408132970046,-112.29001249372018
4881,252 Page Vis,sold,274900,5,2,2794,33.41520640105174,-111.93532110125757
4882,253 8th Pl,sold,292785,3,2,1592,33.48108171134616,-112.20428567239543
4883,97 8th Cir,sold,236889,3,3,1493,33.463720010522,-111.87557605992212
4884,66 Bush Vis,sold,113721,2,3,1890,33.362225349880276,-112.00268313489613
4885,437 1st Way,pending,223535,2,2,1806,33.38769621733031,-112.33350805029693
4886,502 6th Wl,pending,287372,3,2,2132,33.55698133579254,-112.14948886683476
4887,559 7th Pl,pending,140987,4,1,1477,33.36353270066026,-112.11099949918943
4888,701 4th Way,active,202327,3,3,2313,33.381589343173154,-112.26550159093803
4889,112 Mission Rd,sold,144538,4,3,3319,33.43801777981224,-112.3225172451018
4890,626 8th Trl,pending,297751,3,2,3022,33.39073037188681,-112.10218195211743
4891,592 5th St,sold,203471,3,1,3570,33.5611176886665,-112.01097142404538
4892,64 Pine Blvd,pending,298047,4,2,3468,33.55114902974693,-111.96396160383425
4893,423 Mission Ave,pending,258513,2,3,3141,33.48980977240442,-112.33850947363536
4894,244 4th Dv,active,178875,2,2,2375,33.47950139910876,-112.18360297421
4895,629 5th Trl,pending,132261,2,2,1186,33.532944587447304,-112.23684210246797
4896,195 Page Wl,sold,192036,2,1,2151,33.50934480358627,-111.95739316343814
4897,711 Blake Rd,pending,184924,5,2,2088,33.388165731759564,-112.00603979152102
4898,781 Franklin Trl,pending,208285,2,2,1025,33.51362031717198,-112.26412357262011
4899,17 Geary Way,pending,177565,5,3,2199,33.510843408782016,-112.31584075934195
4900,300 Blake Rd,pending,294528,5,2,1949,33.588133483907804,-112.0710157565921
4901,162 7th Vis,pending,265009,4,3,2802,33.37463656443378,-111.96768838830481
4902,442 Post Dv,pending,151736,3,2,2041,33.48271900340218,-111.970581895579
4903,412 Page St,sold,265851,4,3,3030,33.54570793854512,-112.32184515345581
4904,534 Post Pl,sold,217882,4,2,2840,33.51914974902625,-111.9761467810371
4905,615 Mission St,sold,271231,5,2,2985,33.517916477532786,-111.87286460215073
4906,389 Blake Ave,pending,108544,5,2,2080,33.441809901830034,-112.0814006112544
4907,743 Walnut Ave,pending,149656,3,2,3881,33.571209060003646,-112.18819831134144
4908,392 4th Dv,sold,281731,2,1,3344,33.42346887270805,-111.89845968884346
4909,793 Bush Cir,pending,296224,2,2,1918,33.42515601093602,-111.88333467690245
4910,264 Walnut Ave,pending,183559,3,2,2682,33.40266857273748,-111.88728216691318
4911,139 Wall Blvd,sold,283221,4,3,3458,33.49327606717673,-112.23864163572162
4912,184 Pine Cir,sold,192110,2,3,2094,33.44929088770654,-112.13085998087676
4913,384 7th Way,active,189975,4,1,2016,33.39672804671424,-112.0281038923922
4914,485 4th Pl,sold,267124,4,2,3752,33.491443390594874,-112.20974398727587
4915,309 Geary Vis,active,201623,5,1,3002,33.514446677239484,-111.99329787636623
4916,29 Page Cir,pending,269697,2,1,1725,33.375108965042386,-111.94150516778768
4917,96 9th Way,pending,165673,3,1,1048,33.38275996510242,-111.92903579444955
4918,132 Franklin St,active,137997,2,3,3212,33.49332458815039,-112.14239208162896
4919,456 Indiana Rd,sold,132559,2,2,1684,33.36549148829686,-111.89577127343152
4920,37 Franklin Wl,pending,171678,5,3,2411,33.4191067424315,-112.2173803968779
4921,597 Page Cir,sold,258657,4,2,1870,33.4706653929983,-112.30825921840058
4922,723 8th Way,pending,111991,2,1,2601,33.551298099152014,-112.29822155311045
4923,663 Bush Vis,sold,106018,3,2,1529,33.513907541006695,-112.22585896068462
4924,633 Indiana St,active,294150,5,1,1721,33.48040751093679,-112.35856040286949
4925,380 6th Rd,pending,139044,5,3,2016,33.45477782863125,-112.30802847754691
4926,682 Indiana Dv,sold,232545,3,3,2532,33.53278001369354,-112.29330342811484
4927,154 Euclid Trl,active,296652,2,1,2621,33.49301066823781,-111.99877614248433
4928,76 5th Vis,pending,153264,5,3,3940,33.3672982363648,-112.13388966845108
4929,749 Walnut Ave,pending,106944,5,3,3197,33.369643535603636,-112.00203146185939
4930,94 Bush Pl,active,114561,2,1,3543,33.55252599487986,-112.14917409658646
4931,602 Geary Vis,active,118740,4,2,1575,33.573578588159144,-111.88468958507626
4932,486 2nd Cir,sold,207644,5,2,2490,33.57973404539692,-112.2492772407206
4933,267 Post Pl,active,158949,4,2,3596,33.52303977997656,-112.00263919065847
4934,565 Euclid Trl,active,100523,2,2,3430,33.56567325132105,-112.34322445854218
4935,51 7th Cir,active,224066,3,1,1720,33.549768052697395,-112.33950407644136
4936,139 3rd St,sold,234479,4,2,1260,33.52763020697112,-112.1020487574778
4937,186 3rd Trl,active,202023,4,2,1646,33.55105069748847,-112.05598126970261
4938,737 Indiana Way,pending,157303,3,3,1697,33.468520530531926,-112.18890146427496
4939,124 Blake Rd,sold,195574,4,2,3565,33.36222314999975,-112.0031904938112
4940,218 Turk St,pending,125911,4,3,3639,33.36397555180537,-112.15462326951761
4941,283 Turk Ave,pending,135198,3,2,1593,33.55280891382656,-112.22863573446774
4942,698 Page Cir,sold,264761,5,2,2302,33.39296292064195,-112.08906157150315
4943,725 9th Way,pending,170630,2,1,1264,33.42991310656535,-111.89047343655218
4944,216 California Way,active,230573,2,2,2139,33.4148038274111,-112.18942373443599
4945,161 Wall Rd,pending,263453,5,2,1232,33.4316070457248,-112.21280162916786
4946,413 Indiana Wl,sold,208242,4,2,3072,33.53532646075693,-112.33858244278102
4947,690 Wall Wl,active,292663,4,3,2327,33.52333703451326,-112.32605928173122
4948,267 1st Rd,pending,184102,4,1,2444,33.3733996789393,-112.33456414918358
4949,479 Pine Wl,sold,289841,3,3,2561,33.51920181464428,-112.05993348728342
4950,156 Texas Cir,pending,174927,5,2,2015,33.400393449109785,-112.05846531084929
4951,388 Wall Pl,active,120366,5,2,1092,33.449823055012835,-112.28902941143072
4952,323 Indiana Vis,pending,181073,3,2,2018,33.43194997104233,-112.01055066492044
4953,514 6th Way,pending,193420,5,2,3811,33.45176303701994,-112.04783653975912
4954,614 Mission Pl,sold,122661,5,3,2350,33.44755450260889,-112.34033409319483
4955,734 Blake Trl,sold,269172,5,2,1290,33.47597202535951,-111.96025122881768
4956,22 Post Trl,pending,173969,3,2,1724,33.413860861309615,-112.10231190492134
4957,445 Euclid Ave,pending,274313,3,1,2770,33.44350050911373,-112.1489379015375
4958,687 2nd Ave,pending,237973,2,2,3167,33.39401406612787,-112.1886382100639
4959,20 Sutter Vis,pending,193162,2,1,2002,33.4334921250171,-111.8862029508798
4960,358 Turk St,sold,183515,4,1,1914,33.557150309217576,-112.19235819686777
4961,162 Wall Pl,sold,249607,5,1,2718,33.369851757852025,-112.03439871097054
4962,472 1st Ave,active,182990,3,1,1303,33.39237164069225,-112.05362538700147
4963,646 Geary Pl,sold,273404,4,1,3192,33.53885319741449,-112.26665641160383
4964,764 Sutter St,active,176124,3,2,1893,33.48174528611836,-111.98558842259597
4965,559 4th Cir,pending,189327,3,1,3034,33.521844384132244,-112.22313388936061
4966,471 Pine Blvd,sold,136598,5,1,2161,33.455804151612526,-112.18937337973662
4967,195 1st Cir,sold,169231,5,1,1593,33.58389783493092,-111.87699711004123
4968,769 3rd Trl,active,184270,2,2,1865,33.536258130676465,-112.23749812310308
4969,685 Mission Way,active,185305,4,2,3373,33.471173713405214,-111.90157480786279
4970,506 Indiana Wl,pending,208799,4,3,3111,33.55441656767895,-111.89163598269919
4971,39 1st Cir,pending,130126,2,3,2731,33.36309837620059,-112.27042983669044
4972,455 Post Way,pending,117193,5,2,1573,33.52406158456231,-111.99325432308343
4973,683 8th Dv,sold,109494,4,3,1894,33.48414598321892,-111.88223055129863
